player1 clans,player1 is_winner,player1 lvl1_played,player1 lvl2_played,player1 lvl3_played,player1 cards_drawn,player1 cards_captured,player1 cards_destroyed,player1 cards_sacrificed,player1 cards_shifted,player1 force_of_will,player1 activation_tokens,player1 clan_most_played,player1 clan_most_played_last_5_turns,player1 is_first_player,player2 clans,player2 is_winner,player2 lvl1_played,player2 lvl2_played,player2 lvl3_played,player2 cards_drawn,player2 cards_captured,player2 cards_destroyed,player2 cards_sacrificed,player2 cards_shifted,player2 force_of_will,player2 activation_tokens,player2 clan_most_played,player2 clan_most_played_last_5_turns,player2 is_first_player,id,average_rank,creation_time,creation_time_month,creation_time_day,creation_time_year,Abunakkashii,duration_min,clan_passive_1,clan_passive_2,victory_condition,nb_of_rounds,clans_selected_1,clans_selected_2,clans_selected_3,clans_selected_4,clans_selected_5,clans_selected_6,clans_banned_1
["Galmi" "Xi'an" "Abunakkashii"],true,8,4,3,14,0,0,6,0,0,2,Galmi,Galmi,false,["Abhilasha" "Goan-Sul" "Narashima"],false,8,3,2,23,2,0,4,1,0,2,Narashima,Abhilasha,true,486663092,401,Created 03/13/2024 at 12:11,3,13,2024,true,24,Phoenix,Justice,Controlling 2 Supremacy tokens,2,Abhilasha,Galmi,Xi'an,Goan-Sul,Narashima,Abunakkashii,Tomorrow
["Xi'an" "Galmi" "Tomorrow"],true,9,6,3,29,2,0,4,3,0,2,Tomorrow,Xi'an,false,["Abhilasha" "Narashima" "Justice"],false,9,8,1,35,3,0,3,4,2,2,Justice,Justice,true,497336222,401,Created 04/08/2024 at 16:40,4,8,2024,true,499,Phoenix,Abunakkashii,Controlling 2 Supremacy tokens,2,Abhilasha,Xi'an,Galmi,Narashima,Justice,Tomorrow,Goan-Sul
["Xi'an" "Galmi" "Goan-Sul"],true,9,1,2,15,1,0,4,1,0,2,Galmi,Galmi,false,["Abhilasha" "Tomorrow" "Narashima"],false,10,3,1,25,3,0,2,1,0,2,Tomorrow,Abhilasha,true,485979090,401,Created 03/11/2024 at 18:33,3,11,2024,false,22,Phoenix,Justice,Controlling 2 Supremacy tokens,2,Abhilasha,Xi'an,Galmi,Tomorrow,Narashima,Goan-Sul,Abunakkashii
["Abhilasha" "Phoenix" "Narashima"],true,10,7,5,20,4,1,0,6,0,2,Narashima,Narashima,true,["Galmi" "Tomorrow" "Goan-Sul"],false,10,4,2,21,0,0,1,3,0,2,Galmi,Galmi,false,492767537,400,Created 03/28/2024 at 10:00,3,28,2024,true,18,Justice,Abunakkashii,Controlling 15 cards face up,1,Abhilasha,Galmi,Tomorrow,Phoenix,Narashima,Goan-Sul,Xi'an
["Xi'an" "Tomorrow" "Phoenix"],true,18,11,6,50,1,2,8,16,0,5,Xi'an,Phoenix,false,["Abhilasha" "Goan-Sul" "Narashima"],false,21,16,4,45,11,3,8,23,2,3,Abhilasha,Narashima,true,499713995,400,Created today at 12:38,true,93,Abunakkashii,Justice,Unlocking 5 Activation tokens,2,Abhilasha,Xi'an,Tomorrow,Goan-Sul,Narashima,Phoenix,Galmi
["Xi'an" "Tomorrow" "Justice"],true,8,8,2,30,5,0,5,4,0,2,Xi'an,Justice,false,["Abhilasha" "Galmi" "Narashima"],false,10,7,1,26,6,0,5,3,1,2,Galmi,Galmi,true,501122232,400,Created 04/17/2024 at 16:42,4,17,2024,true,1450,Abunakkashii,Phoenix,Turn over 3 Clan tiles (Justice),2,Abhilasha,Xi'an,Tomorrow,Galmi,Narashima,Justice,Goan-Sul
["Abhilasha" "Tomorrow" "Narashima"],true,16,6,5,23,4,0,4,6,3,5,Abhilasha,Tomorrow,true,["Galmi" "Xi'an" "Goan-Sul"],false,10,8,3,24,1,1,4,3,0,2,Xi'an,Galmi,false,486242886,398,Created 03/12/2024 at 11:50,3,12,2024,false,40,Phoenix,Justice,Unlocking 5 Activation tokens,2,Abhilasha,Galmi,Xi'an,Tomorrow,Narashima,Goan-Sul,Abunakkashii
["Abhilasha" "Tomorrow" "Phoenix"],true,13,7,1,25,5,3,6,8,4,2,Abhilasha,Abhilasha,true,["Galmi" "Xi'an" "Goan-Sul"],false,7,5,2,18,1,0,5,2,0,2,Xi'an,Galmi,false,499355533,398,Created today at 14:24,true,32,Abunakkashii,Justice,Controlling 2 Supremacy tokens,2,Abhilasha,Galmi,Xi'an,Tomorrow,Phoenix,Goan-Sul,Narashima
["Abhilasha" "Xi'an" "Justice"],true,6,9,4,21,5,3,5,1,2,2,Abhilasha,Abhilasha,false,["Galmi" "Narashima" "Tomorrow"],false,11,8,2,29,0,0,7,2,0,2,Galmi,Tomorrow,true,499270509,398,Created today at 09:29,true,39,Phoenix,Goan-Sul,Winning a Great Battle by more than 10 points (Goan-Sul),2,Galmi,Abhilasha,Xi'an,Narashima,Tomorrow,Justice,Abunakkashii
["Abhilasha" "Tomorrow" "Narashima"],true,8,6,6,40,0,0,6,3,1,5,Tomorrow,Tomorrow,true,["Xi'an" "Galmi" "Goan-Sul"],false,10,5,2,20,1,0,6,3,0,2,Galmi,Galmi,false,494799406,398,Created 04/02/2024 at 10:55,4,2,2024,true,23,Phoenix,Abunakkashii,Unlocking 5 Activation tokens,2,Abhilasha,Xi'an,Galmi,Tomorrow,Narashima,Goan-Sul,Justice
["Abhilasha" "Tomorrow" "Phoenix"],true,9,6,2,31,1,0,2,2,2,5,Phoenix,Phoenix,true,["Narashima" "Galmi" "Goan-Sul"],false,7,5,1,17,0,2,4,0,0,2,Galmi,Galmi,false,491592523,397,Created 03/25/2024 at 13:46,3,25,2024,true,22,Justice,Abunakkashii,Unlocking 5 Activation tokens,2,Abhilasha,Narashima,Galmi,Tomorrow,Phoenix,Goan-Sul,Xi'an
["Galmi" "Xi'an" "Phoenix"],true,9,4,2,21,1,1,5,1,0,2,Phoenix,Phoenix,false,["Abhilasha" "Narashima" "Goan-Sul"],false,10,3,0,22,2,1,3,1,0,2,Goan-Sul,Goan-Sul,true,483772066,397,Created 03/06/2024 at 11:16,3,6,2024,true,22,Abunakkashii,Justice,Controlling 2 Supremacy tokens,2,Abhilasha,Galmi,Xi'an,Narashima,Goan-Sul,Phoenix,Tomorrow
["Abhilasha" "Xi'an" "Narashima"],true,14,9,5,39,5,0,6,4,1,3,Xi'an,Abhilasha,true,["Tomorrow" "Galmi" "Abunakkashii"],false,10,10,4,32,0,3,5,5,0,3,Galmi,Tomorrow,false,489135258,396,Created 03/19/2024 at 13:15,3,19,2024,true,38,Phoenix,Justice,Controlling 15 cards face up,2,Abhilasha,Tomorrow,Galmi,Xi'an,Narashima,Abunakkashii,Goan-Sul
["Abhilasha" "Tomorrow" "Phoenix"],true,12,6,2,31,9,0,8,5,1,2,Abhilasha,Abhilasha,true,["Galmi" "Narashima" "Goan-Sul"],false,11,6,1,30,1,2,7,3,0,2,Narashima,Galmi,false,499752969,396,Created 2 hours ago,true,27,Justice,Abunakkashii,Conceded,3,Abhilasha,Galmi,Narashima,Tomorrow,Phoenix,Goan-Sul,Xi'an
["Xi'an" "Galmi" "Tomorrow"],true,12,5,2,17,2,0,7,2,0,2,Galmi,Galmi,false,["Abhilasha" "Goan-Sul" "Justice"],false,10,4,0,20,3,3,2,2,0,2,Abhilasha,Goan-Sul,true,488372491,395,Created 03/17/2024 at 16:26,3,17,2024,false,1412,Narashima,Phoenix,Controlling 2 Supremacy tokens,2,Abhilasha,Xi'an,Galmi,Goan-Sul,Justice,Tomorrow,Abunakkashii
["Xi'an" "Galmi" "Tomorrow"],true,8,2,1,18,0,1,4,0,0,2,Galmi,Galmi,false,["Abhilasha" "Phoenix" "Goan-Sul"],false,6,5,1,20,0,0,2,1,0,2,Phoenix,Phoenix,true,484026380,395,Created 03/06/2024 at 22:58,3,6,2024,true,15,Justice,Abunakkashii,Conceded,2,Abhilasha,Xi'an,Galmi,Phoenix,Goan-Sul,Tomorrow,Narashima
["Xi'an" "Tomorrow" "Goan-Sul"],true,12,12,3,50,9,3,9,6,0,2,Goan-Sul,Goan-Sul,true,["Galmi" "Narashima" "Phoenix"],false,12,11,6,33,0,0,12,3,0,3,Phoenix,Phoenix,false,488660963,394,Created 03/18/2024 at 09:55,3,18,2024,true,51,Abunakkashii,Justice,Controlling 2 Supremacy tokens,3,Xi'an,Galmi,Narashima,Tomorrow,Goan-Sul,Phoenix,Abhilasha
["Xi'an" "Narashima" "Abunakkashii"],true,7,8,5,23,0,2,4,3,0,2,Narashima,Narashima,false,["Galmi" "Goan-Sul" "Tomorrow"],false,7,4,2,23,3,2,3,0,0,2,Galmi,Galmi,true,491247912,394,Created 03/24/2024 at 16:48,3,24,2024,true,36,Justice,Phoenix,Controlling 2 Supremacy tokens,2,Galmi,Xi'an,Narashima,Goan-Sul,Tomorrow,Abunakkashii,Abhilasha
["Abhilasha" "Justice" "Goan-Sul"],true,5,3,1,12,4,0,0,1,0,2,Justice,Justice,true,["Narashima" "Galmi" "Phoenix"],false,8,0,0,16,0,0,0,3,0,2,Phoenix,Narashima,false,493033371,393,Created 03/28/2024 at 22:59,3,28,2024,true,15,Abunakkashii,Tomorrow,Winning a Great Battle by more than 10 points (Goan-Sul),1,Abhilasha,Narashima,Galmi,Justice,Goan-Sul,Phoenix,Xi'an
["Abhilasha" "Narashima" "Xi'an"],true,21,14,3,46,10,8,6,19,2,2,Abhilasha,Abhilasha,true,["Galmi" "Tomorrow" "Goan-Sul"],false,19,8,4,39,4,0,7,5,0,4,Galmi,Tomorrow,false,489197366,393,Created 03/19/2024 at 16:06,3,19,2024,false,80,Justice,Phoenix,Controlling 2 Supremacy tokens,2,Abhilasha,Galmi,Tomorrow,Narashima,Xi'an,Goan-Sul,Abunakkashii
["Abhilasha" "Tomorrow" "Goan-Sul"],true,11,8,6,37,4,1,11,3,1,5,Tomorrow,Goan-Sul,true,["Xi'an" "Narashima" "Phoenix"],false,9,8,1,32,4,1,8,5,0,2,Xi'an,Xi'an,false,482497100,392,Created 03/03/2024 at 08:52,3,3,2024,true,50,Abunakkashii,Justice,Unlocking 5 Activation tokens,3,Abhilasha,Xi'an,Narashima,Tomorrow,Goan-Sul,Phoenix,Galmi
["Xi'an" "Galmi" "Justice"],true,13,10,3,45,2,0,11,7,1,2,Xi'an,Xi'an,false,["Abhilasha" "Tomorrow" "Narashima"],false,17,10,2,54,9,0,8,10,1,3,Abhilasha,Abhilasha,true,490757952,392,Created 03/23/2024 at 13:14,3,23,2024,true,50,Abunakkashii,Phoenix,Controlling 2 Supremacy tokens,3,Abhilasha,Xi'an,Galmi,Tomorrow,Narashima,Justice,Goan-Sul
["Galmi" "Xi'an" "Justice"],true,11,8,7,31,0,1,7,4,2,3,Xi'an,Xi'an,false,["Abhilasha" "Phoenix" "Tomorrow"],false,14,8,4,38,3,0,8,5,1,4,Phoenix,Abhilasha,true,497039065,392,Created 04/07/2024 at 21:27,4,7,2024,true,39,Abunakkashii,Goan-Sul,Controlling 15 cards face up,2,Abhilasha,Galmi,Xi'an,Phoenix,Tomorrow,Justice,Narashima
["Galmi" "Xi'an" "Goan-Sul"],true,15,11,4,39,6,4,11,9,0,2,Goan-Sul,Galmi,false,["Abhilasha" "Narashima" "Justice"],false,12,15,5,43,9,1,14,5,2,2,Abhilasha,Narashima,true,494772625,392,Created 04/02/2024 at 09:21,4,2,2024,true,47,Phoenix,Abunakkashii,Winning a Great Battle by more than 10 points (Goan-Sul),3,Abhilasha,Galmi,Xi'an,Narashima,Justice,Goan-Sul,Tomorrow
["Abhilasha" "Narashima" "Tomorrow"],true,14,5,2,39,6,2,4,3,1,2,Abhilasha,Narashima,true,["Xi'an" "Galmi" "Goan-Sul"],false,10,5,2,23,4,2,4,2,0,2,Galmi,Xi'an,false,490540300,391,Created 03/22/2024 at 22:12,3,22,2024,true,27,Abunakkashii,Phoenix,Controlling 2 Supremacy tokens,2,Abhilasha,Xi'an,Galmi,Narashima,Tomorrow,Goan-Sul,Justice
["Abhilasha" "Narashima" "Goan-Sul"],true,14,10,4,37,4,5,5,7,2,2,Abhilasha,Narashima,true,["Xi'an" "Galmi" "Tomorrow"],false,10,10,3,48,2,0,8,5,0,3,Xi'an,Tomorrow,false,482355989,391,Created 03/02/2024 at 23:10,3,2,2024,true,46,Justice,Abunakkashii,Winning a Great Battle by more than 10 points (Goan-Sul),2,Abhilasha,Xi'an,Galmi,Narashima,Goan-Sul,Tomorrow,Phoenix
["Abhilasha" "Goan-Sul" "Narashima"],true,16,6,6,30,4,4,0,9,1,3,Abhilasha,Goan-Sul,true,["Xi'an" "Galmi" "Tomorrow"],false,12,8,3,42,5,2,1,5,0,2,Xi'an,Galmi,false,482331896,391,Created 03/02/2024 at 22:06,3,2,2024,true,43,Phoenix,Abunakkashii,Winning a Great Battle by more than 10 points (Goan-Sul),1,Abhilasha,Xi'an,Galmi,Goan-Sul,Narashima,Tomorrow,Justice
["Abhilasha" "Galmi" "Phoenix"],true,11,6,4,24,2,1,4,3,1,2,Phoenix,Galmi,false,["Xi'an" "Tomorrow" "Goan-Sul"],false,8,6,2,24,2,3,3,3,0,2,Goan-Sul,Xi'an,true,492354823,390,Created 03/27/2024 at 09:49,3,27,2024,true,26,Abunakkashii,Justice,Conceded,2,Xi'an,Abhilasha,Galmi,Tomorrow,Goan-Sul,Phoenix,Narashima
["Abhilasha" "Narashima" "Phoenix"],true,31,5,5,53,8,2,9,15,3,2,Abhilasha,Abhilasha,false,["Galmi" "Goan-Sul" "Tomorrow"],false,15,11,2,48,1,3,10,9,0,2,Galmi,Tomorrow,true,483795493,390,Created 03/06/2024 at 12:25,3,6,2024,true,64,Abunakkashii,Justice,Controlling 2 Supremacy tokens,3,Galmi,Abhilasha,Narashima,Goan-Sul,Tomorrow,Phoenix,Xi'an
["Galmi" "Justice" "Tomorrow"],true,11,9,5,32,1,0,8,5,1,3,Tomorrow,Tomorrow,false,["Xi'an" "Goan-Sul" "Narashima"],false,12,8,3,37,4,3,5,5,0,2,Narashima,Narashima,true,502175780,389,Created 2 hours ago,true,35,Phoenix,Abunakkashii,Turn over 3 Clan tiles (Justice),2,Xi'an,Galmi,Justice,Goan-Sul,Narashima,Tomorrow,Abhilasha
["Abhilasha" "Justice" "Tomorrow"],true,13,11,2,37,6,1,4,15,1,2,Justice,Tomorrow,true,["Galmi" "Narashima" "Goan-Sul"],false,10,8,1,21,1,2,12,3,0,2,Galmi,Galmi,false,491801216,389,Created 03/25/2024 at 23:06,3,25,2024,true,34,Abunakkashii,Phoenix,Conceded,2,Abhilasha,Galmi,Narashima,Justice,Tomorrow,Goan-Sul,Xi'an
["Xi'an" "Galmi" "Justice"],true,5,3,3,13,1,0,0,0,0,2,Galmi,Galmi,false,["Abhilasha" "Narashima" "Tomorrow"],false,7,3,0,13,2,0,0,0,0,2,Abhilasha,Abhilasha,true,502167645,389,Created 2 hours ago,true,8,Goan-Sul,Abunakkashii,Winning a Great Battle by more than 10 points (Goan-Sul),1,Abhilasha,Xi'an,Galmi,Narashima,Tomorrow,Justice,Phoenix
["Abhilasha" "Galmi" "Phoenix"],true,7,2,2,12,4,0,0,2,0,2,Galmi,Abhilasha,true,["Xi'an" "Tomorrow" "Justice"],false,8,2,0,16,0,0,0,3,0,2,Tomorrow,Tomorrow,false,498129867,388,Created today at 14:36,true,427,Abunakkashii,Goan-Sul,Winning a Great Battle by more than 10 points (Goan-Sul),1,Abhilasha,Xi'an,Tomorrow,Galmi,Phoenix,Justice,Narashima
["Abhilasha" "Goan-Sul" "Narashima"],true,9,8,2,22,2,9,8,1,0,3,Goan-Sul,Goan-Sul,true,["Galmi" "Xi'an" "Tomorrow"],false,12,5,0,33,0,0,5,1,0,2,Tomorrow,Xi'an,false,497333222,388,Created 04/08/2024 at 16:40,4,8,2024,true,489,Abunakkashii,Phoenix,Winning a Great Battle by more than 10 points (Goan-Sul),2,Abhilasha,Galmi,Xi'an,Goan-Sul,Narashima,Tomorrow,Justice
["Abhilasha" "Narashima" "Goan-Sul"],true,9,10,1,21,5,6,11,0,0,2,Goan-Sul,Narashima,false,["Galmi" "Tomorrow" "Justice"],false,11,5,0,34,2,0,4,2,0,2,Tomorrow,Justice,true,496025000,388,Created 04/05/2024 at 11:06,4,5,2024,true,27,Abunakkashii,Phoenix,Controlling 2 Supremacy tokens,2,Galmi,Abhilasha,Narashima,Tomorrow,Justice,Goan-Sul,Xi'an
["Abhilasha" "Galmi" "Phoenix"],true,11,9,5,30,6,0,4,7,1,5,Phoenix,Phoenix,true,["Xi'an" "Tomorrow" "Justice"],false,12,7,3,43,3,0,3,6,1,2,Xi'an,Tomorrow,false,498309194,388,Created yesterday at 22:19,true,82,Abunakkashii,Goan-Sul,Unlocking 5 Activation tokens,2,Abhilasha,Xi'an,Tomorrow,Galmi,Phoenix,Justice,Narashima
["Abhilasha" "Narashima" "Tomorrow"],true,8,11,4,34,5,1,3,8,0,5,Tomorrow,Narashima,true,["Galmi" "Xi'an" "Justice"],false,9,13,1,32,8,0,5,5,1,2,Xi'an,Xi'an,false,492674980,387,Created 03/28/2024 at 01:48,3,28,2024,false,42,Phoenix,Goan-Sul,Unlocking 5 Activation tokens,2,Abhilasha,Galmi,Xi'an,Narashima,Tomorrow,Justice,Abunakkashii
["Xi'an" "Goan-Sul" "Narashima"],true,11,5,3,28,0,2,4,2,0,2,Narashima,Xi'an,true,["Galmi" "Abhilasha" "Tomorrow"],false,8,5,1,19,1,0,4,2,2,2,Galmi,Galmi,false,493609777,387,Created 03/30/2024 at 11:22,3,30,2024,true,42,Abunakkashii,Phoenix,Winning a Great Battle by more than 10 points (Goan-Sul),2,Xi'an,Galmi,Abhilasha,Goan-Sul,Narashima,Tomorrow,Justice
["Galmi" "Goan-Sul" "Tomorrow"],true,8,2,1,14,0,3,8,0,0,2,Galmi,Goan-Sul,true,["Narashima" "Xi'an" "Justice"],false,8,1,0,20,1,0,2,0,1,2,Justice,Justice,false,493370974,386,Created 03/29/2024 at 20:00,3,29,2024,true,828,Phoenix,Abunakkashii,Controlling 2 Supremacy tokens,2,Galmi,Narashima,Xi'an,Goan-Sul,Tomorrow,Justice,Abhilasha
["Abhilasha" "Xi'an" "Justice"],true,18,8,3,38,9,0,6,14,0,2,Xi'an,Xi'an,false,["Galmi" "Tomorrow" "Narashima"],false,12,10,4,42,0,0,7,9,0,2,Tomorrow,Narashima,true,482124366,385,Created 03/02/2024 at 11:48,3,2,2024,true,73,Abunakkashii,Phoenix,Turn over 3 Clan tiles (Justice),2,Galmi,Abhilasha,Xi'an,Tomorrow,Narashima,Justice,Goan-Sul
["Galmi" "Narashima" "Tomorrow"],true,13,11,3,42,1,0,6,6,0,5,Tomorrow,Narashima,true,["Xi'an" "Goan-Sul" "Phoenix"],false,11,8,3,34,3,6,8,5,0,2,Goan-Sul,Goan-Sul,false,476809507,385,Created 02/18/2024 at 18:06,2,18,2024,true,37,Justice,Abunakkashii,Unlocking 5 Activation tokens,2,Galmi,Xi'an,Goan-Sul,Narashima,Tomorrow,Phoenix,Abhilasha
["Abhilasha" "Galmi" "Tomorrow"],true,15,5,4,26,3,2,7,5,3,3,Abhilasha,Abhilasha,false,["Xi'an" "Justice" "Goan-Sul"],false,10,8,2,28,2,3,4,7,0,3,Goan-Sul,Goan-Sul,true,492636723,385,Created 03/27/2024 at 23:26,3,27,2024,true,31,Phoenix,Abunakkashii,Controlling 2 Supremacy tokens,2,Xi'an,Abhilasha,Galmi,Justice,Goan-Sul,Tomorrow,Narashima
["Xi'an" "Galmi" "Justice"],true,6,7,3,24,0,0,6,1,0,2,Galmi,Galmi,false,["Abhilasha" "Narashima" "Tomorrow"],false,9,11,0,22,6,0,5,7,1,2,Abhilasha,Narashima,true,492881824,384,Created 03/28/2024 at 16:26,3,28,2024,true,29,Goan-Sul,Abunakkashii,Turn over 3 Clan tiles (Justice),2,Abhilasha,Xi'an,Galmi,Narashima,Tomorrow,Justice,Phoenix
["Xi'an" "Tomorrow" "Goan-Sul"],true,12,11,7,46,5,8,6,9,0,5,Xi'an,Xi'an,false,["Abhilasha" "Galmi" "Phoenix"],false,19,9,4,32,10,0,4,8,3,3,Abhilasha,Galmi,true,471927776,384,Created 02/07/2024 at 00:00,2,7,2024,true,825,Abunakkashii,Justice,Unlocking 5 Activation tokens,2,Abhilasha,Xi'an,Tomorrow,Galmi,Phoenix,Goan-Sul,Narashima
["Abhilasha" "Narashima" "Goan-Sul"],true,11,6,6,27,3,3,0,7,0,2,Abhilasha,Abhilasha,true,["Galmi" "Tomorrow" "Phoenix"],false,15,6,2,38,0,0,1,9,0,2,Phoenix,Galmi,false,495633665,384,Created 04/04/2024 at 12:09,4,4,2024,true,32,Justice,Abunakkashii,Controlling 15 cards face up,1,Abhilasha,Galmi,Tomorrow,Narashima,Goan-Sul,Phoenix,Xi'an
["Galmi" "Goan-Sul" "Justice"],true,9,7,0,23,3,6,2,4,0,2,Goan-Sul,Goan-Sul,false,["Xi'an" "Narashima" "Tomorrow"],false,9,5,1,31,0,1,1,2,0,2,Narashima,Narashima,true,495669590,384,Created 04/04/2024 at 13:42,4,4,2024,true,197,Phoenix,Abunakkashii,Controlling 2 Supremacy tokens,2,Xi'an,Galmi,Goan-Sul,Narashima,Tomorrow,Justice,Abhilasha
["Galmi" "Narashima" "Goan-Sul"],true,8,6,3,21,1,1,5,1,0,2,Narashima,Narashima,false,["Abhilasha" "Tomorrow" "Phoenix"],false,11,5,0,29,4,0,6,0,0,2,Abhilasha,Abhilasha,true,500248373,383,Created today at 18:18,true,30,Justice,Abunakkashii,Conceded,2,Abhilasha,Galmi,Narashima,Tomorrow,Phoenix,Goan-Sul,Xi'an
["Abhilasha" "Narashima" "Tomorrow"],true,8,6,3,40,2,0,0,4,1,5,Narashima,Narashima,true,["Galmi" "Xi'an" "Phoenix"],false,7,8,1,23,0,0,0,5,0,2,Phoenix,Galmi,false,493163343,382,Created 03/29/2024 at 09:04,3,29,2024,true,24,Abunakkashii,Justice,Unlocking 5 Activation tokens,1,Abhilasha,Galmi,Xi'an,Narashima,Tomorrow,Phoenix,Goan-Sul
["Abhilasha" "Galmi" "Narashima"],true,4,4,1,13,3,0,0,0,0,2,Narashima,Abhilasha,true,["Tomorrow" "Xi'an" "Justice"],false,5,2,1,9,0,0,0,0,0,2,Justice,Justice,false,488828957,382,Created 03/18/2024 at 18:15,3,18,2024,true,11,Goan-Sul,Abunakkashii,Conceded,1,Abhilasha,Tomorrow,Xi'an,Galmi,Narashima,Justice,Phoenix
["Abhilasha" "Galmi" "Xi'an"],true,6,4,0,15,0,1,3,1,1,2,Galmi,Galmi,true,["Tomorrow" "Goan-Sul" "Abunakkashii"],false,5,0,0,16,0,3,1,0,0,2,Goan-Sul,Goan-Sul,false,488212544,382,Created 03/17/2024 at 07:26,3,17,2024,true,9,Narashima,Phoenix,Conceded,2,Abhilasha,Tomorrow,Goan-Sul,Galmi,Xi'an,Abunakkashii,Justice
["Abhilasha" "Narashima" "Galmi"],true,7,7,3,16,4,1,5,0,0,3,Galmi,Galmi,true,["Goan-Sul" "Xi'an" "Phoenix"],false,9,9,0,23,5,2,5,2,0,2,Goan-Sul,Goan-Sul,false,471312819,382,Created 02/05/2024 at 15:45,2,5,2024,true,26,Tomorrow,Abunakkashii,Controlling 2 Supremacy tokens,2,Abhilasha,Goan-Sul,Xi'an,Narashima,Galmi,Phoenix,Justice
["Galmi" "Goan-Sul" "Justice"],true,5,2,1,14,2,2,0,0,0,2,Justice,Goan-Sul,true,["Abhilasha" "Xi'an" "Tomorrow"],false,4,1,0,18,0,0,0,1,0,2,Xi'an,Tomorrow,false,493064032,380,Created 03/29/2024 at 00:42,3,29,2024,false,1290,Phoenix,Narashima,Winning a Great Battle by more than 10 points (Goan-Sul),1,Galmi,Abhilasha,Xi'an,Goan-Sul,Justice,Tomorrow,Abunakkashii
["Abhilasha" "Justice" "Narashima"],true,8,5,1,22,0,0,5,4,0,2,Narashima,Justice,true,["Galmi" "Xi'an" "Tomorrow"],false,8,4,0,21,0,0,5,2,0,2,Galmi,Xi'an,false,497100541,380,Created 04/08/2024 at 00:26,4,8,2024,true,1300,Phoenix,Abunakkashii,Turn over 3 Clan tiles (Justice),2,Abhilasha,Galmi,Xi'an,Justice,Narashima,Tomorrow,Goan-Sul
["Galmi" "Goan-Sul" "Justice"],true,19,10,4,35,3,7,13,9,0,3,Goan-Sul,Galmi,false,["Xi'an" "Tomorrow" "Narashima"],false,9,11,10,26,0,0,12,4,0,3,Narashima,Narashima,true,480480355,379,Created 02/27/2024 at 12:55,2,27,2024,true,122,Abunakkashii,Phoenix,Winning a Great Battle by more than 10 points (Goan-Sul),2,Xi'an,Galmi,Goan-Sul,Tomorrow,Narashima,Justice,Abhilasha
["Abhilasha" "Tomorrow" "Narashima"],true,11,5,4,27,3,0,3,4,0,2,Abhilasha,Abhilasha,true,["Xi'an" "Galmi" "Justice"],false,8,5,1,23,2,0,0,5,2,2,Galmi,Justice,false,491624146,379,Created 03/25/2024 at 15:23,3,25,2024,false,3995,Goan-Sul,Phoenix,Winning a Great Battle by more than 10 points (Goan-Sul),1,Abhilasha,Xi'an,Galmi,Tomorrow,Narashima,Justice,Abunakkashii
["Xi'an" "Galmi" "Goan-Sul"],true,14,8,2,39,2,2,7,6,0,2,Goan-Sul,Xi'an,false,["Abhilasha" "Narashima" "Phoenix"],false,14,6,2,24,5,0,6,5,1,2,Narashima,Phoenix,true,488769764,378,Created 03/18/2024 at 15:27,3,18,2024,true,34,Justice,Abunakkashii,Conceded,2,Abhilasha,Xi'an,Galmi,Narashima,Phoenix,Goan-Sul,Tomorrow
["Abhilasha" "Narashima" "Phoenix"],true,20,14,4,52,5,1,10,11,2,2,Abhilasha,Abhilasha,false,["Galmi" "Goan-Sul" "Tomorrow"],false,15,10,4,49,2,5,15,6,0,4,Galmi,Galmi,true,492820413,378,Created 03/28/2024 at 13:30,3,28,2024,true,61,Abunakkashii,Justice,Controlling 2 Supremacy tokens,3,Galmi,Abhilasha,Narashima,Goan-Sul,Tomorrow,Phoenix,Xi'an
["Galmi" "Xi'an" "Justice"],true,6,6,1,15,1,0,3,1,0,2,Justice,Xi'an,false,["Abhilasha" "Tomorrow" "Narashima"],false,9,2,0,17,3,0,2,2,1,2,Abhilasha,Tomorrow,true,489953908,378,Created 03/21/2024 at 13:47,3,21,2024,true,24,Phoenix,Abunakkashii,Controlling 2 Supremacy tokens,2,Abhilasha,Galmi,Xi'an,Tomorrow,Narashima,Justice,Goan-Sul
["Abhilasha" "Narashima" "Goan-Sul"],true,8,9,4,27,5,2,7,1,0,3,Goan-Sul,Abhilasha,true,["Xi'an" "Galmi" "Tomorrow"],false,12,6,3,30,2,1,5,5,0,3,Galmi,Galmi,false,496374645,378,Created 04/06/2024 at 07:10,4,6,2024,true,513,Phoenix,Abunakkashii,Controlling 2 Supremacy tokens,2,Abhilasha,Xi'an,Galmi,Narashima,Goan-Sul,Tomorrow,Justice
["Abhilasha" "Narashima" "Justice"],true,12,7,6,27,5,2,2,5,2,2,Abhilasha,Justice,false,["Galmi" "Tomorrow" "Goan-Sul"],false,9,7,4,35,0,0,3,3,0,3,Tomorrow,Galmi,true,489964485,378,Created 03/21/2024 at 14:11,3,21,2024,true,41,Phoenix,Abunakkashii,Controlling 15 cards face up,2,Galmi,Abhilasha,Narashima,Tomorrow,Goan-Sul,Justice,Xi'an
["Abhilasha" "Tomorrow" "Phoenix"],true,15,8,3,28,10,1,10,8,1,2,Abhilasha,Abhilasha,true,["Xi'an" "Narashima" "Goan-Sul"],false,10,8,3,31,2,1,6,5,0,2,Narashima,Narashima,false,497339122,377,Created 04/08/2024 at 16:40,4,8,2024,true,966,Abunakkashii,Justice,Controlling 2 Supremacy tokens,2,Abhilasha,Xi'an,Narashima,Tomorrow,Phoenix,Goan-Sul,Galmi
